================================================================================
ENCRYPTED FIRMWARE DEEP ANALYSIS
Learning secrets from encrypted code WITHOUT decryption
================================================================================

================================================================================
SECTION 1: FIRMWARE STRUCTURE MAP
================================================================================

Even though the code is encrypted, the FIRMWARE STRUCTURE reveals
what ME does. Different modules have different encryption patterns
because they encrypt at different times with different IVs.

Offset   Size     Entropy  0x00%   0xFF%   Type                 Region
0x421C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x422000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x422400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x422800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x422C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x423000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x423400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x423800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x423C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x424000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x424400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x424800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x424C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x425000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x425400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x425800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x425C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x426000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x426400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x426800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x426C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x427000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x427400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x427800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x427C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x428000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x428400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x428800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x428C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x429000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x429400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x429800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x429C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42A000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42A400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42A800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42AC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42B000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42B400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42B800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42BC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42C000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42C400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42C800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42CC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42D000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42D400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42D800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42DC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42E000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42E400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42E800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42EC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42F000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42F400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42F800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x42FC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x430000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x430400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x430800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x430C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x431000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x431400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x431800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x431C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x432000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x432400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x432800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x432C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x433000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x433400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x433800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x433C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x434000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x434400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x434800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x434C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x435000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x435400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x435800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x435C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x436000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x436400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x436800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x436C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x437000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x437400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x437800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x437C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x438000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x438400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x438800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x438C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x439000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x439400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x439800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x439C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43A000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43A400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43A800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43AC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43B000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43B400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43B800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43BC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43C000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43C400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43C800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43CC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43D000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43D400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43D800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43DC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43E000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43E400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43E800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43EC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43F000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43F400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43F800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x43FC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x440000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x440400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x440800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x440C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x441000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x441400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x441800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x441C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x442000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x442400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x442800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x442C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x443000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x443400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x443800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x443C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x444000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x444400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x444800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x444C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x445000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x445400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x445800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x445C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x446000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x446400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x446800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x446C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x447000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x447400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x447800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x447C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x448000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x448400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x448800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x448C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x449000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x449400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x449800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x449C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44A000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44A400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44A800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44AC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44B000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44B400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44B800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44BC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44C000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44C400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44C800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44CC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44D000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44D400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44D800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44DC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44E000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44E400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44E800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44EC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44F000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44F400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44F800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x44FC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x450000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x450400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x450800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x450C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x451000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x451400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x451800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x451C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x452000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x452400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x452800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x452C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x453000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x453400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x453800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x453C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x454000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x454400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x454800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x454C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x455000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x455400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x455800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x455C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x456000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x456400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x456800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x456C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x457000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x457400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x457800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x457C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x458000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x458400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x458800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x458C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x459000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x459400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x459800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x459C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45A000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45A400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45A800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45AC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45B000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45B400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45B800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45BC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45C000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45C400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45C800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45CC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45D000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45D400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45D800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45DC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45E000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45E400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45E800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45EC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45F000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45F400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45F800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x45FC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x460000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x460400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x460800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x460C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x461000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x461400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x461800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x461C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x462000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x462400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x462800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x462C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x463000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x463400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x463800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x463C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x464000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x464400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x464800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x464C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x465000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x465400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x465800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x465C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x466000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x466400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x466800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x466C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x467000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x467400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x467800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x467C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x468000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x468400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x468800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x468C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x469000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x469400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x469800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x469C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46A000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46A400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46A800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46AC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46B000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46B400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46B800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46BC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46C000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46C400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46C800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46CC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46D000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46D400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46D800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46DC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46E000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46E400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46E800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46EC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46F000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46F400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46F800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x46FC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x470000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x470400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x470800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x470C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x471000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x471400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x471800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x471C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x472000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x472400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x472800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x472C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x473000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x473400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x473800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x473C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x474000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x474400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x474800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x474C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x475000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x475400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x475800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x475C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x476000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x476400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x476800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x476C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x477000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x477400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x477800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x477C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x478000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x478400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x478800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x478C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x479000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x479400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x479800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x479C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47A000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47A400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47A800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47AC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47B000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47B400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47B800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47BC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47C000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47C400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47C800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47CC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47D000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47D400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
